id,label
916af130f32b567e7a71a1adf7acb31cb2bd72ac,0
6da7a43f231e8d7ae4af2925959d0e0f0d81388b,0
103cce98466382a6c8d5b07d5d0ddc8d3b073bfd,0
793c65cb44cd89850bd9fef6bc9da4d3a66a3fc0,0
2a88b4c7dc358944bf6791218ddc582082092915,1
8d86a2965629aac857d1dfb20c2ef596c248cc11,0
f883c7a598a066ec1798db7fa55e5c4bf685970f,0
38599b475fa8b6173d1b32d8ff5a3973a09223af,0
28832488e0eab2cff2d60f1093e89d0741720403,0
240305865761bc3f280f3058cdcf87c669e0a2f7,1
bf945da29c2ce0263de03f7aa6208d8039e2c336,0
0c9048efaa80ab8813fde3b649cfc54f02dabe56,1
fb579535bedcb535f1abdbb6a0e9dcefd0616b59,1
beeac8353b1f46ea3cbe5b226cdd2d06823c856f,1
0b474bcdd1b201e76914dac7abd35794761643d0,0
2e0bc647a770640e952ba3e824b22a18aa5a37b5,0
684232f1df7c9183425d814ce6a3df4078e1f650,0
45ef0e585c15af60e3601a4e23d7f599310222af,0
b05b17080b0cc08cac9ed238c4e7c42543ab6972,0
9e4f48c0bbaf3beec183fc2892e07888952515c5,1
07f17b07fb6bb9639f96e5e78a8e04f287df9e84,0
729a7cfbcb7f50ecc89cb8661f0a80871c924d05,0
daca830f1baf6ff6efcbca991dcf30616c24125b,1
5634b0b8b3ade6d2e11f5256aba1991e816d83e4,1
109c481433e8c78e60f1e7a859c0b4da5cec1455,0
f0df1f693b7cc12e29a8df67981b151f75557437,0
61f655d48473de5547c6dc4c00bb78f7ad2c3dca,1
350dff21effa530c85a4ed93f8b8ab4b11a743d5,1
3ddef44a904c3dcbed5e665e8cb835bf42181cc1,1
cec2765c8ecf8b407becfc9c1255c9c6f00a7376,0
c2a8ef295e49b8012e5bc83917a305057eaa1932,1
80f3008dff3a50d2e80facb7b2f6456ae39887e6,1
5b45c9f58e9829e3286b4562e0c7c187eacbd5f7,1
219573c1bdb0f88de42311d933629c72397eecb7,0
6b95c30d587cd2ef0638aca491540acb636bd325,0
320a9c1b2ba568b5d2c6ee646ff6645f90a61306,0
f6a66daa52a9cb3077ca3d0cccb95be44277609c,1
e8c110de19f6c628f52a10c9c3aa6b5a9879adf0,0
de6ab84ee7e60aada34feeccab6324ea21b068ff,1
9e560c8d2412992e67cab016ff0531592d4edf6e,0
d2dd0de8e583a5475a07c2f92fa3f06c7fabcd42,1
19af071002230ee4d4aee98233b5ff57afd57aa5,1
7700d043c8e303d6038daca2586787c4cb7888a8,1
03328cbae02c1eaee96fda83ac8712c2f0f4b0e0,0
1fb65b2f6a5ab845545d5157a652e4f7a75c53cd,0
de9e8f819fa43abd75add518451d709dcb570a4b,0
dfc18d59e1260e240b7e172550f8c9159a2dbaa0,1
4250f7156228e952f4a0c08644fddfb343792aeb,1
d155dd4f340d21a77a9bdb90455a67f5ce969e80,0
d7406fb8ecabf492afdee215d2db9c4525cb188b,0
2110456f4853f5194662382de5ca8a39a95e7eb6,0
11c65e95d0e8310a7eff4022d2d918d76a1ce72e,0
082b8707b3dd05e45323099819e61bd2cccc1b1d,1
7d5436dc9827c7c9872e995cb82837afb61a8646,0
c03ea0774fb2cdb0e5fd31d3884841398143f9ed,0
b13c8547786b8434b505c8621ba5c00cab29fdf3,1
601c587fd7aed1be89fdb9644543d412fc708e98,1
359464242267d248e48ec49befe7ff6cc49fd425,0
e341f36e9c1a0bfe85d9108f7900869d8b9d16f1,0
1bb23b52c53abdfb8105a5dda50bf6d5fa7b14fc,0
78c1393d3d72e4c938fe1a62b216ff0eeb8299bd,0
77a77d967d3017214b163b181e5313519be251e4,1
b1f8d26019efed2266fc780c6348b85941ff48a7,0
5b019fb352395da053643c97c14e9fbd88ba8345,1
385943f132bc1acad03a232fd9f434d6caa95c0c,1
782ac4ef0b0a8f0c862076d8d97e7d16cf377f84,0
ec804b26fc1b1964fc39aa5ce7aa476b66842916,1
41e22e2f0dbdca50d749f7f276f5aacbc103b502,1
20558c45625a60b3e0f6c58ab9e67829ddea1430,0
2c64bba74bcdd632fed469f02f7a9261f7e7bd31,1
3fba28085a19efba117972e08f12c51313d589ff,1
587b646d5aae534a098c5491ba67b8b9409906ca,1
60c81fe69fedc2ff9669e6a17c0fe86c93b55ff1,1
305164f6f1fef6240cb8b5bcadc5932c25266fe4,0
14e1234a200b8ea02e86ea9630d8219aaa574d19,0
9b2927320e07e5ad7dea6b2468cfd7ef1da28eae,1
7ade81bd0f3f24940e0f5bf607c99cd1ef91042e,1
278dbe18889a9356acf149ebd4f7922cd67da7cf,1
0d22b59d28a67185389d4287c5d50ff9607983e6,1
ed47bf49b4f14159b3f797e53afe844cac6dc4eb,0
b9552aad8067c74f52d7144daa3ead12c6feb352,0
1ab0081b4664cfbbb961ac1df7d94de9062b3dcc,0
5c5c86e94bb55886d14e7ab0116a8716ce43b98d,0
8211610b5c00d983019a16a4cd64a4ffeb636997,0
3216236e518887791c2dbc3f923c7573536ec748,0
7c25a1131492328ca26c655dc7c75429e21c03f9,1
2d75ed4471e5f85662b4a14fbcca208b328f22a7,1
5a4831745c133d93a876c4ab99c49f30746d72b8,0
c0125576888f338ec0f1c1da45c680ce160f47c1,0
b57eb284167457317e391bfaf2c4fa465369d05c,0
7163d64ca7c8f596f9c517a0df543096672a3818,1
53f0548cbc86d5a5a3cc78231d1fc6305023d532,0
d911cf364d3d0b30c510ec8d07e19bb9b2619a42,1
99a5120d7b17080a1d9d88afaa6e8a83df81ac75,0
88bd11205cab9bf20092bd763c1202ea2f9a3071,1
7ff363dce4b0dd082c902acf6083fa7d016ba9cb,0
5ae2d16a553e152b56789732356c372fb8c2251c,0
902db2bad440ff99cc424f86ac474cd5debf139a,1
f01eaaefcd2cf414677e1510a45b9eb286d57d9b,1
a71b801f18bfb840f3a5f854b31fdf45442b4836,1
50f157dd5878369b1ed0a9acc102fcee451b64d6,0
3ece691a99077b03990872130cab3d1bf3c0de69,0
87aed2dd32c7fe17c3af56878abd62eb5f37f925,0
9a5d289b9ccdcb714289dd4e09818765c04ff47d,0
49e95afe18f5075c12eb8d70666cd246e7f0f063,1
3c9c89ba280671626dbe17d33b99f5303ac57383,0
34a8aeef9c3ded6b347745dbd29c3dfe0ac48c5b,1
b60a63939d1981211be42403a0420e11c5c9e587,1
a253c78cbbd44ca6cae6d7006a61a695bfe6db2c,0
4a546712acf9827118adb5141569b1b18ded9feb,0
cd8f1156d23f0428a421c628e7d63311ba631ae1,1
577859686f4129a55aff16dc9e1dc2b2070cef60,1
4ba0d1c62230781533c2df1d95e5b4c8f5b650a3,1
62fd998142fbd789a7c3e062cc4c2eaacc3b2a89,0
aacd14eef69a8685afb5e87b2c78d45535d0c79f,0
7c925da25d1dee29cd7d39d01791674b8b30b62e,0
4e354b05ac3ff91f3284265d930e6487e5f871d6,0
453989375e12687a226be7977e5553c9bab7ab79,0
0a08e17083f91e83c0bbbc64479d263f58d12143,0
4faf2b15c22cc437fb16fb11b2f59f2a44afb88c,0
781a505340288d069b646d63eb0897528cecf752,0
d8dc9842cae83a9f506a77b05e89cd8388f57a5e,0
d85b17275d81b1bb9dfddc5b49af0940e82bca39,1
7153e19139b9a9f3ceafb8595b30e315757ffbd4,0
b6528941cbd6d078e5fd2d6e538afb6f34336a28,0
1f800787142e84cb095a6039ad8018978aa5e76d,1
6a4a772d3bafea0126f57f5686569a332fbd72c6,1
86b3f8a588208122c133b5c24458f20b6c2cfb14,1
6a6c77479cdccbc4c40f478d2879693f3f71d6bd,1
90c7aa9e66f5f410b9e4f8a9efb0c6e68b0b5dd7,1
2a39c7a7f0fed65384a2f48f74d1b592f732ac23,1
047d6036c2b22ec2bf06822835f2197d52726b34,0
c5f71e76be5ae90ddd5a93fb3f9690c2bed47ed8,1
db8312ee8e5feaa934df75e223ddbc3a863c1bd1,0
537266eafe400190b5483b588b83fd95ec414581,1
2063372edcea465d2bea334a779462e74fbfb978,1
0655891cc0f8cff190a182c0511ce12f5d9e0145,1
cc5f486484fbedb06c0083d034a74e64c7234333,1
67b241cf6dfb3e486bea7ca652500e59783eb124,1
d23ade71df02927f95a7a357af13c8c51d5e048f,1
402ea7fe0926b7fc86ff69acea61c88e7bf5aee6,0
a5e032f36bcf57c281c0d6c482ccfa7ef9251cf5,1
8c694ec8391c748f23a20a5e7bb1515e0da2ca79,1
b07ebac4c5970bdcfcbcd2a9d043d1d9c5f10808,0
2e820b5579f37bea39df9b08ffb33ca8165fb322,0
a8db2e2f19d65ea55a14d54000f342006783c24b,0
c79bcbaa433491ca018c42abb58860106c1e13f9,0
7c64880110472cf6a9805688612615bd0939741f,0
28cca1e699dd58b2e807b48b9094ed47e6a19aee,1
1a523d8591107138bf56aafb5eef174060c575c9,0
8e003718d73c019402ca0c7216b0b3539c594c44,0
1c46d010908d22f59ed6019c0ef65d924c10bc43,1
79c853518dda448bbe2972964d39e4f9548d1b6e,0
ce90548e1c316b2726b2fa78a08e07abfcd50dd6,0
923bace0c1ec68ae48d0fd29b15003c1f4ca23f5,1
ee6be35030f7906cd11623da7f0689340fd0ecc1,1
f759f3cfb50ef5dcb60991478f5e27d78af4305b,0
2cd14f095633e07f34de68c30b0c2828a37c85c0,1
7a8243d5c336b957ac04ba7f29ec853591750b2a,1
5430f56fbe003a252f8ebd526dcf404e8e20dced,0
b11d38879a191ae46e5faa3bc38280a1c353fff3,1
12bacccc5710034994e5c701829990499f79cbf3,0
54788a2844fb48bc59df58b785de0cd4c8634ed1,0
5bd5b5322f33ffcf9bd13c5a7f7f46f667a2873e,1
9b0cd5637d687a2e50e7639bc739bd7ab5dc6000,0
3eca5d5f93b41c4ee817b179b4551fb8f94589b7,1
d4f7fea4382e63f172eff22034ba14164ed5ff44,1
525bdc696d9f4a8ad7870dcc29e9e7b32c84c0d6,1
1f675186369490681368f01899be7c9f5b9ab84c,0
93c692ed7aa39401d60db845f4283092e6e77892,1
6095c964f96f3f18407d06e4eaad4e4ac99a1c8c,0
73aa14acfa4ce578a551187848ef18ea44d019db,0
c462665961659b9b15af0fdab61c7725bfe7a37e,1
869bc5b32cdc5b9b279fb550aa0f71eddcd1464b,1
5cf6f51cc2a16cb61ec2e9b02dd55e5b589a56f9,1
161712bb134189ff1b0333d79c33ab4c13efc3a0,0
a167b4220e08c2ce744e74818d4783033bae4fc8,0
e3d931b093e404b3ea04aba6c498a9c0e4a40e44,1
baf498c731611c822aad3b6f6758d71730709c35,0
a5bb0041cc3c72b46f93ca84a716fb7d70e7e969,0
15c2e08ed6f07c133da810148f2db3147ea69fb7,0
37a404b192c56ac8b9355ec55d188f2077f33fa2,0
7539fb9f71a77894b00ffb887720ad4d2ffce624,1
4593a0a79df0a7b891e9b018f02a468634c51ef8,0
8597e89bf9766f99646e08bf9d13126c96aa0159,1
d1694f495e1ed664d2656118c7a79fda66ed2ca7,1
c513ce126a03879945373131fff2957835005e50,0
9bb9d897ff18ad93ae1a2f182e6c3f154007c8a8,1
62ae3a6e3ba8355f617455473bf4d8eec423a834,1
58b8e139311eea36121f4198c41c8ad5bd93d10b,0
e5dd98fe8da3cb082170e6a8adc04935efd51cd2,0
2ce7c116e94933ffa3098204d5a4d5644ed3c02c,0
3b96bf03a86933a352a8ef7b4e6ae6d1cb5d6088,1
921566d2d2d7320887d3a41be22a8d60393cc1a5,0
43e3cd7fba73d74d7a9fa2c3ee9c71aea0fc4dd7,0
b63ebb7b37048daac2c47ed37d552b6d6130b60f,0
e222d934399fe112adcd4f4c0f5293af89356d89,1
8fdb283064463a4fb362a0b0634de889252543cb,0
1d35f471ee4a5c72e4e1c25af10e9c80e83aa74b,0
1f9e6c0f31f375e1cd2099ba88f7e77ee9bf6f3c,0
0cf3214d1b550f340c47d91a4765255106d7acdf,0
6b53de43d43ac81296264505385015a1a0c7b6f3,0
7fdbfdeda14984853ec0da4cf41b7d03ad601933,1
ecdb44e67da63cc5d3a7d92d9fc7542fab852bde,0
c56fdcd37f1bf09f324a5588dfb2849f8b4e5f12,0
263f0b9ae119b9306843cf40a19749e7a4250188,0
24ea1bca351b1b4e00d3d79d4398876e6209e56f,1
efced8cfd132bc2f737327d9a2063fe6c22f18bf,0
05a3e766a128ed20f39ea625a1482b041c8e15a3,0
99ba25beaafdce0d7e0b59e59098e619e99ef30b,1
0e3ba06eda46ce117c0b40e63e08d9e035275a1f,0
831aa5865b61c51b62d2c57ed130ba7003ccae76,0
80828a9e81df656690ad54b8dbb854f1dceb60bb,1
feecfe66081497c007b1002747569e6501c83d11,1
72f03527161d380838f61d61d127041825ed4fa9,0
6b4a9d21eb7eecfe823c56641da5c5a14829d992,0
0e0a49f00652b915dd6afc661c9bee4eb7f75723,0
8e72e27b0fb601c881ef84125bf25f51bdcdfa65,1
724d61f43291da92c95bfb75347ea41f10a614f0,0
880d697198735cdf264cff95e483aae0f05c61f1,1
336b8b8fbcb3df72a114eddd35f33a5b7542ea21,1
c509c5d2b1f12c1baa6af3a25ce4546ca6caeaef,1
bb3a6be99798da1da4a5866eb02eaed38304a961,0
45ffa7483a4ce6d68d67c4ac82d1f05368be7897,0
af7950db371edc923c4ef6c4d310af62733ed02e,0
16ae698ff43f457daac1e96398fce43e87355131,0
6a3aa70fe08cf0b115ed42957c712e848e2d6041,0
b00058eaefcd92b5cc776030b9622726c1b3c917,0
e2965d76e193d6d07bf3c3c345cf0aa126b5c1a8,1
096f5d82a59effb637bc46cd926e4815aca9d992,1
209ffcafdfc6ac1b3d348097fb2e5bf8953a8880,1
8a7aa9166d2e5d638170e170a93c2d2890920302,1
cf8f42da3b98b8bcf8182a596e9479b8e5bf6ee1,0
7113d5520981fa6f2bb6346f2b9cc6f43cf3657e,0
c5715f1dcd203154579677b1304ee28fe24d28c2,0
5478e8b41da01e562fd441929f2740baf7b360e0,0
ef0789702819efc2c66ea643cea971180d2d9884,0
03ef718e07fc18b15b8d755d52500919ffc8cbb1,1
9e54e6306dbebf914e197edb5b7b2a727f26a822,0
df0f2d62eb0e0df3fb0dd75361a73f1033176898,0
ecb1230c20ed8000573a89f721cd27c458438760,0
f446223df4add53bd0071db2f3d1f8452311ac42,1
ff7f91543e2129587f10febb61caf17f90b18dd6,1
df59fbaa0d172fc0633f2a1a2ab438b67dc891b5,1
b345c832df3ad05bbacf7007a594766244923ec1,1
382f3002114aefdb6458938f0356a13930e6ee55,1
95964de322d3bfd846a2e349c60fb63da87f484f,0
15540bfda5a635f5014cbe823ce3f8d92ebe9e59,1
f8acff259b3c950fb0ce38d81c63fd0edc19a8e3,0
12a288f11e30016873625607dde6258c6429fe4c,0
464ace789a606ec199eca8879c6c278ee0feac2b,0
f001024d3ff7dccbb9b3ae0410801e6fbcf48871,0
260e05b7226e7a07a96a2417f270c608d7b54ab4,0
86b5de79c16d0ff8f1df0eeb6e1684e3f9467caf,0
7e8f84d59efa377f743151b273c45e25eaf6a2ad,0
31786994c7cf54400c14a698b59f44ffe61c8ac3,0
6ff4f5460ad8979786e44973ab254ae8d9c5cbd9,0
cbc0fd663d111508f66d2a28c52013ac45f1d42e,1
da1bb9a0bb11c3f9a2bc066eda66e42a3faa60da,0
5558d3e522a266c63289987505f2d82fdff0e684,1
043ba444f3669f0ffe495cc0f26ffad792985d46,0
97b5e5780353f45f35b9f3728d1edc0989b505ac,0
652755c6bea711ab188b895a5b56fd7d9ec68d4c,0
d12ebe34f6967ab2a195dcee4b3ba851b4b920ba,1
e0274c0a1a9c5417e8eb5886020d278ce8037054,0
240bc1edd31db525731c7f4fb5668933d3178f71,1
b8dbedb65e1cc89a7344a9684b77300e3aa90896,0
7f2ea29942ce81c864e83537a03009cc00adbc05,0
9556d2cb8060755be2bdfdc3ee1af9e87894d309,1
a90a7fccf7e226e51450fd5957c08ba06ed2fae4,0
a9b1d696a56a455f489305f00b39e85b48062e7b,1
1c8e2bbe144d16fa0fc0dd662f307e7ea93018af,0
20288f291ef220a82cff1f394b9e9b3d76f19742,1
8d14c539c775e4b224d52a73ecf380b41b8c7b2a,0
4aab2928055c88cd459c30542ca96c44a40d1b83,0
083120086a3f6f9cc8358ac99239f1dbc67b6383,0
97a55ab60f4dba48df088ef224b37c83419e3182,1
eeabebffc26806d0091a5a520e671fff972ca9dc,0
f7585959434ac8c3162eb892074d5ed0e9a0a7c0,0
7726f6d20abcd5f0ddb1a7c405702ea85f199557,0
031e556928af7c23f19135760020ec88fcad2392,1
31d1ba145b7b3647314a017c845fbb9db4a9148c,1
5276c9dd418e447d891f9873c64aa9f1082731ed,1
40071df7df9e7c55009f8d1ee94561de3d14b0f6,0
eb5cc9665b31c9bb241330f72346126fb6f8e8ba,1
82e34af5200cabdb77bb2c713549646bc258f2aa,0
0f73a10dc26b1d19abe48be74d8c48c35fb6e426,1
0f76341c1ea6e1e68aae869acc344a4f73dc088e,0
8c23e23c8f19c10781dd69dea64c8a46b70e57b9,0
eb1c2958c5b26b0568b12aace91dd85bee5b546e,0
370232f54faf437be4ac0be3f8d9a55485a18e8b,1
fb93ad19061fad8b90f3eb83a64af272198a4cee,1
0875a91d62861a5cbe524c00b7eb76d2180b3a79,0
68ceef9a2e0bcfaa16a456d5c5240fb1da812d7f,1
b483c24234ab331877e373a6d87c2e5ca2f62b9c,0
f4aee0b287862fa8ff371415e4468df4998cbb4f,1
65bf69895f79a80972738fca185b52cbe1347118,0
e6a0ab3c64a084c49a75504fcac884463ea51549,0
8983ed09ddb500927385dafc935f4b0f76b73a09,0
c7700793a91863a1515c1bcddeafe068d56e99b8,1
6c155276369067b7c8bb412bf665fc60d2c7d1b7,0
cea60ec203dd7ada0e0a4f8548dbdb835f4698f9,0
65894352252e2b33a0753ea0153a8aa3dd341d3c,1
2fe8c46fadb65d9cab9194b8a900f1995d1b18aa,0
9490193569c4ac9aa7025b3707de4998c17c46a9,0
e4757634abdf2134d3cef36d6df2a67310e2b17d,0
8d5e0804f5d6ae7bbaf166717ded434dbe543eef,1
ee428b099f4a6999bdbf3bbcd62fa4cbd61bc3a5,1
acc4c453a944d5d2fa2337e7ed84d05d716e2aeb,1
fcccc7be6887dda515fd84433a2568244a9d0148,1
38fd240ab512f7e513ed79994bb06b5fe7df18bb,1
c865d8233e66accd69568fbc20dcc296a00ae976,0
b387400d9cdeb5c1fd90fb7758ab25203d0527f8,0
ffbbaae6eb37f7dc81579c0461590eecea3839d4,1
5d94c8973da8412f0fcd573ec47b698353974612,0
c0422c60c24f07b112b796a980405a8db830ccf6,0
f9e545fa28da5bba21021533228c1bffec4734ad,0
baa6990705aca2740c211364343f7992eb7afebc,1
5df61acffa7c548d9cf9c626240c006c7cfdfe98,1
a013f1a95e7466286b8a41a2f4dd4f353425a113,1
9acfde95d25b80fb36439140ef86a190493572e6,0
5cd9017321369da156658f487bf1943a64624691,0
9cba7fe819b1276b911f82260345c3cd2067d80d,1
9a57cfc0f5dba157555ccb8e8c7b357f728f6f5c,1
0984f55a23ac4731adcc5d94fe38682d48caea4d,0
23dc094f9fb63ad76f0399ef33aed494691f0016,0
efcf1f070efa0100968773c522af474f561cee40,0
05005c1f74595ba89f97a6ba0a98bad84c67c6a1,1
3fcc8a9fa71df2b58ed24325d8d2d074e8e1cdda,1
0343200cf4ce7a96420782b645404f25a7050419,1
ed1b08b5a825edabf56e753651714d22120cabd9,0
3fe1b68619dbc93a1271861582c7f79c83169d6b,1
0e3676c7d2df7b6e1dab47a3d63061c845e2895f,1
60bfce35c3f9f1b569c8d16ee44550539bcc6025,1
39f4f368120c1eae44fb1efcac4765688d5494e0,0
d8c0b92ee33b21c7b9652ce3c20190e03c2307f6,1
17331d7bf1db1b1cc0f13b65a3af6655c7b1fe41,0
6e143ccbcb665e4383c7ebbea80208d382391486,0
9f1ad05dcf6a3316811ade2188575fefeb4cba8c,0
758bae5ed88ceebaf0a2ac8c55d0c735295982b5,0
c915aa98fb6d1eb4567c722ebac40db1b1229156,0
b32740eda86d2730be229e0330c9f57250bebd9e,1
0df32e8fa1171a75b02a0c1b6f792ea0a9a8bfd1,1
beb65003d0af02cf294878e0f643385babe38005,0
3b5b73803a6d1e620be96508cec81ce4693bea66,1
5360cfacf62f84f831d61d6ed31e875f91bfa653,0
b88a52b6a41381f4b2c4cf7becbe666d54564d9a,1
a2f007ac845817254d21936b4a1b4d3ac20be9c5,0
852dd5b8e412811a6ab99f2e8ebd127cd2e5aaa5,0
60dc17c0edfc9abaeb06f524c45ac3a8a2884ccb,1
feda8b91292303dfa90cdedf1aa66dc7a38e87a7,1
230623fb2ddcba37bd108697d08c326d79d882e3,0
cee431b518602ab105482224418c8ea45215dfe3,0
b28ca2c018be9cef7c4868fc2e1c9a71c846e059,0
415bd3f8d38847115e1abecde453636c0ed24b7c,1
db3848c7a1162dce0c71f06bbd8922e5f8a3a54f,0
4538308e7a1ae04d1de5b605049896f74dc28ea0,0
ac6bc4d9e901114da793a6440309dbbfbc780d14,1
5f362b80aa7e7ff5feef34085e405b032ec3ccd2,0
85a2f74b958f9590658053654a537f86f5654fe0,0
707dd6e602da401d7789ac8fd30cbef71841d56e,0
9d9789359296f108630ce9331b15e4fb49c543f8,0
25ab5ce5d25d7d2acfb11d84d75c77be2a2334a7,1
890f0e9351caed0a952d44d1c8cb2a699e4523f2,0
88107a150ca7aa9dffb31eaf6310a0dec563f46a,0
7ca10ebce066b0ec44f42271fbdd975a1c4b8d59,1
fb391847f8d4d99b3e4e5fba916da7d963f1c694,1
8730953d275c14dacdb67e3aef254a5161533114,1
adfd74bf25f4347790fb6295305ea8d6b5903c96,0
aea258c2b1da06e3a24bcad88133a6e3ae1d2a9c,1
8ebd80df070941e98f5c6416fa060490e02d9bfd,1
cde2cff74afbd7016144e053efb2ec96739953d3,1
f8600d906b75506a3eb733998c1c6080216da300,0
496627cf8196e992dd5e76231dd7db6f6d71fcbd,0
5e5bcbe50128cefd2796c63f4d056b59b4bccffd,0
3af463e2df35946db06b1edaf53a70f3263a05f6,0
3639d2cd5aebd8ee3b125beb0b83656caa32966d,0
c363267f3311039b685f0fec2311060e5f7f93f6,0
084c9022f1c8f1228155b91c3b346c593ccdb167,1
3a71dbaf4138df5ca55a489f4848eb76a9569f4e,1
cdd53274314fcbbde5f698f082b79e55ab30bc19,1
a93be38da8022e9e51950a27e6d71f472a5dd739,0
14965e09cb0e4fefb37f5ebd637445ab66409a5b,0
9071b424ec2e84deeb59b54d2450a6d0172cf701,0
fa5d329219150073c9364df11250ce9e2835c43f,0
e597d6c0ce26ad5140860e0fab25bc622d445eab,0
5b14ef9e7ef068b46a732a853033d41dc012fc7f,0
f95f86258e1ce067b741e40de5014e1b60694c8c,1
d3192a9dd492367a55508096d5e925fe9d3e731a,1
8663e34b39537477b16da438496f08700e7a3c9a,0
0f6978587482af5d61228b2f0b0c5f829a3b25f1,0
3ee0c27adf4ae455dbb4bfb8308ec8a76f0e4b8c,0
2b9d0f1f67c4bdfb45783a6f3c1d73cad215dce9,0
28e19d75129793f3fcbe35de3d5d4a95e35ccc39,1
8d9a0d3c0afd5ed64f47dbd918a2cb8b9c98a97d,1
7a0bfd77ada29eb40d6abea701d1743129720ed0,0
402f2e6afab9b8f9b1587251408df2dabeaddc09,0
c22d8132add50bfb06fa2e09d90870e5230d591f,0
1a22c29af53369dbb0daf577c29700c9d0f62707,0
ca86e1894b6e0698115ee6befaeab72617aafcd6,1
cdb6f790c4b5e383582d134a945a2a18766b3c51,0
b18eebcb38d04ae43c656fcf588dda64edb308e6,0
2ca2319f5eb53cea0fb327fd832bbf378c62a017,1
5384ad7c75e4cd4d3641a66d2e87f9d4d32c94aa,1
c34d7809eb42bf1d3480f17acef26c97c4d40296,0
939245992383bc9699acd711788b1efd9417ce10,0
e6220b8e569d1c17f05e96155a0e2d86b4125558,1
a23bfe472a3323ad7a7e459be8a9cbbc358d9cc6,1
97e0c396bd9a3c1e8c3bc9963cd527ccb8300216,0
496e813e6509175481089448b94402badcfea865,1
517399bdcb0a68e864e8859ca36165aafc3e2a08,1
1a71ff420d0a73824829d198ebf481ff350f4a4c,0
6bdbde263c56d2c79477ede30ca065dd7e7b4c68,0
cb3299eb0e1bbe747c48eb4b08f6be8c0c56a517,1
846fca0efde134467495841bf54fef20e43d089d,0
4b222fb4082562d9212484264c4fcaf4ec1a76cf,0
da8ba5c2d3e17f7f1e0b004c2484293a79a4872f,1
8b10d1ce5a08c8acefcadcb5323abd42001c8c79,0
4a6d2d946b761ef44b10eeff3f22b087458d7f8f,1
c6c613488371eb157c6d70ccf1a60cbb87a8fbd7,0
01f8a431e754fbe53469729f3912496454e0904b,0
fb7fd9d4fa5a65d72ed2531fe4197f8a8f2eb9c6,1
fc43812f54bb51dfdbf26e9a8db69cb40fef04fc,0
